sentence,group,step,stl_formula,label,cosine_sim,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,raw,"eventually[7,10](sarscov2(t) = c(high)) and globally[10,14](d_sarscov2(t) = -d_c(high)) and eventually[14,24](sarscov2(t) > c(high)) and globally[24,60](d_sarscov2(t) = -d_c(low))",,0.424336,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,raw,"globally[7,10](virus(t) > c(high)) and globally[10,14](d_virus(t) < -d_c(high)) and eventually[14,24](virus(t) > c(high)) and globally[24,60](d_virus(t) < -d_c(low))",,0.695327,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,raw,"eventually[7,10](virus(t) > c(mid)) and globally[10,14](d_virus(t) < -d_c(high)) and eventually[14,24](virus(t) > c(high)) and globally[24,60](d_virus(t) < -d_c(low))",,0.720296,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,raw,"eventually[7,10](virus(t) = c(high)) and globally[10,14](d_virus(t) < -d_c(high)) and eventually[14,24](sarscov2(t) > c(high)) and globally[24,60](d_sarscov2(t) < -d_c(low)) and eventually[60,inf](sarscov2(t) < c(low))",,0.614544,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,raw,"eventually[7,10](virus(t) > c(mid)) and globally[10,14](d_virus(t) < -d_c(high)) and eventually[14,24](virus(t) > c(high)) and globally[24,60](d_virus(t) < -d_c(low)) and eventually[60,inf](virus(t) = c(low))",,0.718077,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,raw,"eventually[7,10](virus(t) = c(high)) and globally[10,14](d_virus(t) < -d_c(high)) and eventually[14,24](virus(t) > c(high)) and globally[24,60](d_virus(t) < -d_c(low))",,0.709096,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,raw,"eventually[7,10](sarscov2(t) = c(high)) and globally[10,14](d_sarscov2(t) < -d_c(high)) and eventually[14,24](sarscov(t) > c(high)) and globally[24,60](d_sarscov(t) < -d_c(low))",,0.434943,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,raw,"eventually[7,10](d_virus(t) > d_c(high)) and eventually[10,14](d_virus(t) < -d_c(high)) and eventually[14,24](d_virus(t) > d_c(high)) and globally[24,60](d_virus(t) < -d_c(low))",,0.646225,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,raw,"eventually[7,10](virus(t) = c(high)) and globally[10,14](d_virus(t) < -d_c(high)) and eventually[14,24](d_virus(t) > d_c(high)) and globally[24,60](d_virus(t) < -d_c(low) and virus(t) = c(low))",,0.685313,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,raw,"eventually[7,10](virus(t) = c(high)) and globally[10,14](d_virus(t) < -d_c(high)) and eventually[14,24](d_virus(t) > d_c(high)) and globally[24,60](d_virus(t) < -d_c(low))",,0.686202,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,raw,"globally[7,10](virus(t) = c(high)) and globally[10,14](d_virus(t) < -d_c(high)) and globally[14,24](d_virus(t) > d_c(high)) and globally[24,60](d_virus(t) < -d_c(low))",,0.663083,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,raw,"eventually[7,10](virus(t) = c(high)) and globally[10,14](d_virus(t) < -d_c(high)) and eventually[14,24](d_virus(t) > d_c(high)) and globally[24,60](d_virus(t) < -d_c(low))",,0.686202,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,raw,"eventually[7,10](virus(t) > c(high)) and globally[10,14](d_virus(t) < -d_c(high)) and eventually[14,24](virus(t) > c(mid)) and globally[24,60](d_virus(t) < -d_c(low))",,0.717991,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,raw,"globally[7,10](sarscov2(t) > c(mid)) and globally[10,14](d_sarscov2(t) < -d_c(high)) and globally[14,24](d_sarscov2(t) > d_c(high)) and globally[24,60](d_sarscov2(t) < -d_c(low))",,0.406156,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,raw,"eventually[7,10]globally(virus(t) = c(high)) and eventually[10,14]globally(d_virus(t) < -d_c(high)) and eventually[14,24]globally(d_virus(t) > d_c(high)) and eventually[24,60]globally(d_virus(t) < -d_c(low))",,0.688764,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,raw,"globally[7,10](virus(t) > c(high)) and globally[10,14](d_virus(t) < -d_c(high)) and globally[14,24](d_virus(t) > d_c(high)) and globally[24,60](d_virus(t) < -d_c(low))",,0.663205,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,filtered,"eventually[7,10](virus(t) > c(mid)) and globally[10,14](d_virus(t) < -d_c(high)) and eventually[14,24](virus(t) > c(high)) and globally[24,60](d_virus(t) < -d_c(low))",1,0.720296,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,filtered,"eventually[7,10](virus(t) > c(mid)) and globally[10,14](d_virus(t) < -d_c(high)) and eventually[14,24](virus(t) > c(high)) and globally[24,60](d_virus(t) < -d_c(low)) and eventually[60,inf](virus(t) = c(low))",1,0.718077,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,filtered,"eventually[7,10](virus(t) = c(high)) and globally[10,14](d_virus(t) < -d_c(high)) and eventually[14,24](virus(t) > c(high)) and globally[24,60](d_virus(t) < -d_c(low))",1,0.709096,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,filtered,"eventually[7,10](virus(t) > c(high)) and globally[10,14](d_virus(t) < -d_c(high)) and eventually[14,24](virus(t) > c(mid)) and globally[24,60](d_virus(t) < -d_c(low))",1,0.717991,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,consolidated,"eventually[7,10](virus(t) > c(mid))",1,0.689897,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,consolidated,"eventually[14,24](virus(t) > c(mid))",1,0.680879,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,consolidated,"globally[10,14](d_virus(t) < -d_c(high))",1,0.663812,,
"After an initial peak at 7–10 days (during the viremia when infectious virus can be recovered), there is a period of rapid decline coincident with clearance of infectious virus (10–14 days), followed by a rebound with up to a 10-fold increase in RNA levels (14–24 days) and then a slow decline (24–60 days) to an undetectable level.",0,consolidated,"globally[24,60](d_virus(t) < -d_c(low))",1,0.673167,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](d_igg(t) > d_c(low)) and eventually[30,30](igg(t) = c(mid))",,0.517887,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](d_il1rn(t) > d_c(low)) and eventually[51,58](il1rn(t) = c(mid))",,0.310614,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](d_igg(t)=d_c(low)) and eventually[51,58](igg(t)=c(mid))",,0.518186,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](d_sarscov2(t) > d_c(low)) and eventually[30,inf](sarscov2(t) = c(mid))",,0.25476,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](d_igg(t) > d_c(low)) and eventually[51,58](igg(t) = c(mid))",,0.504678,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](d_igg(t) > 0) and eventually[30,30](igg(t) = c(mid))",,0.546674,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](d_igg(t) > d_c(low)) and eventually[51,61](igg(t) = c(mid))",,0.500099,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](d_igg(t) > d_c(low)) and eventually[30,30](igg(t) = c(mid))",,0.517887,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](d_igg(t) > d_c(low)) and eventually[51,58](igg(t) = c(mid))",,0.504678,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](d_igg(t) > d_c(low)) and eventually[51,61](igg(t) = c(mid))",,0.500099,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](d_igg(t) > d_c(low)) and eventually[30,31](igg(t) = c(mid))",,0.523557,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[17,31](d_igg(t)=d_c(low)) and eventually[47,61](igg(t)=c(mid))",,0.533193,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](d_igg(t) > d_c(low)) and eventually[49,inf](igg(t) = c(mid))",,0.511468,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](d_igg(t) > d_c(low)) and globally[51,inf](igg(t) = c(mid))",,0.49538,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](d_igg(t) > d_c(low)) and globally[51,58](igg(t) = c(mid))",,0.500363,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](igg(t) > c(low)) and globally[28,58](igg(t) = c(mid))",,0.537702,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](d_igg(t) > d_c(low)) and eventually[51,58](igg(t) = c(mid))",,0.504678,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](d_igg(t) > d_c(low)) and eventually[51,58](igg(t) = c(mid))",,0.504678,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](igg(t) > c(low)) and globally[60,60](igg(t) = c(mid))",,0.540825,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](d_igg(t) > d_c(low)) and eventually[51,58](igg(t) = c(mid))",,0.504678,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28]globally(d_igg(t) > d_c(low)) and eventually[51,58]globally(igg(t) = c(mid))",,0.504707,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,raw,"eventually[21,28](d_igg(t) > d_c(low)) and eventually[51,58](igg(t) = c(mid))",,0.504678,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,filtered,"eventually[21,28](d_igg(t) > 0) and eventually[30,30](igg(t) = c(mid))",1,0.546674,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,filtered,"eventually[21,28](d_igg(t) > d_c(low)) and eventually[30,31](igg(t) = c(mid))",1,0.523557,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,filtered,"eventually[17,31](d_igg(t)=d_c(low)) and eventually[47,61](igg(t)=c(mid))",0,0.533193,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,filtered,"eventually[21,28](igg(t) > c(low)) and globally[28,58](igg(t) = c(mid))",0,0.537702,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,filtered,"eventually[21,28](igg(t) > c(low)) and globally[60,60](igg(t) = c(mid))",1,0.540825,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,consolidated,"eventually[21,28](d_igg(t) > 0)",1,0.553764,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,consolidated,"eventually[17,31](d_igg(t)=d_c(low))",0,0.543336,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,consolidated,"eventually[30,31](igg(t) = c(mid))",1,0.529308,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,consolidated,"eventually[47,61](igg(t)=c(mid))",0,0.489504,,
We have previously shown that EBOV-specific IgG starts to emerge 3±4 weeks after initial exposure and reaches moderate titres 1 month later.,2,consolidated,"eventually[21,28](igg(t) > c(low))",1,0.529303,,
"The IL-1 receptor antagonist (IL-1RA) and the two soluble TNF receptors (sTNFRI and sTNFRII) were found at moderate to high concentrations (3±7 ng/ml IL-1RA versus 1¥6 ng/ml in 10 endemic controls; 1¥3±2¥6 ng/ml sTNFRI versus 1¥8 ng/ml; 3¥5± 7 ng/ml sTNFRII versus 5 ng/ml) 7 days after initial exposure. Values fell two days later to normal endemic control levels, simultaneously with the fall in pro-inflammatory cytokines.",0,raw,"globally[7,9](il1ra(t) > c(mid) and stnfri(t) > c(mid)) and eventually[9,11](d_il1ra(t) = -d_c(high) and d_stnfri(t) = -d_c(high))",,0.554075,,
"The IL-1 receptor antagonist (IL-1RA) and the two soluble TNF receptors (sTNFRI and sTNFRII) were found at moderate to high concentrations (3±7 ng/ml IL-1RA versus 1¥6 ng/ml in 10 endemic controls; 1¥3±2¥6 ng/ml sTNFRI versus 1¥8 ng/ml; 3¥5± 7 ng/ml sTNFRII versus 5 ng/ml) 7 days after initial exposure. Values fell two days later to normal endemic control levels, simultaneously with the fall in pro-inflammatory cytokines.",0,raw,"globally[7,9](il1ra(t) > c(mid) and stnfri(t) > c(mid)) and eventually[9,11](d_il1ra(t) < -d_c(low) and d_stnfri(t) < -d_c(low))",,0.544375,,
"The IL-1 receptor antagonist (IL-1RA) and the two soluble TNF receptors (sTNFRI and sTNFRII) were found at moderate to high concentrations (3±7 ng/ml IL-1RA versus 1¥6 ng/ml in 10 endemic controls; 1¥3±2¥6 ng/ml sTNFRI versus 1¥8 ng/ml; 3¥5± 7 ng/ml sTNFRII versus 5 ng/ml) 7 days after initial exposure. Values fell two days later to normal endemic control levels, simultaneously with the fall in pro-inflammatory cytokines.",0,raw,"globally[7,7](il1ra(t) > c(mid) and stnfri(t) > c(mid)) and eventually[9,9](d_il1ra(t) = -d_c(low) and d_stnfri(t) = -d_c(low))",,0.563566,,
"The IL-1 receptor antagonist (IL-1RA) and the two soluble TNF receptors (sTNFRI and sTNFRII) were found at moderate to high concentrations (3±7 ng/ml IL-1RA versus 1¥6 ng/ml in 10 endemic controls; 1¥3±2¥6 ng/ml sTNFRI versus 1¥8 ng/ml; 3¥5± 7 ng/ml sTNFRII versus 5 ng/ml) 7 days after initial exposure. Values fell two days later to normal endemic control levels, simultaneously with the fall in pro-inflammatory cytokines.",0,raw,"globally[7,9](il1ra(t) > c(mid) and stnfri(t) > c(mid)) and eventually[9,inf]globally(il1ra(t) < c(mid) and stnfri(t) < c(mid))",,0.598498,,
"The IL-1 receptor antagonist (IL-1RA) and the two soluble TNF receptors (sTNFRI and sTNFRII) were found at moderate to high concentrations (3±7 ng/ml IL-1RA versus 1¥6 ng/ml in 10 endemic controls; 1¥3±2¥6 ng/ml sTNFRI versus 1¥8 ng/ml; 3¥5± 7 ng/ml sTNFRII versus 5 ng/ml) 7 days after initial exposure. Values fell two days later to normal endemic control levels, simultaneously with the fall in pro-inflammatory cytokines.",0,raw,"globally[7,7](il1ra(t) > c(mid) and stnfri(t) > c(mid)) and eventually[7,9](d_il1ra(t) < 0 and d_stnfri(t) < 0)",,0.56852,,
"The IL-1 receptor antagonist (IL-1RA) and the two soluble TNF receptors (sTNFRI and sTNFRII) were found at moderate to high concentrations (3±7 ng/ml IL-1RA versus 1¥6 ng/ml in 10 endemic controls; 1¥3±2¥6 ng/ml sTNFRI versus 1¥8 ng/ml; 3¥5± 7 ng/ml sTNFRII versus 5 ng/ml) 7 days after initial exposure. Values fell two days later to normal endemic control levels, simultaneously with the fall in pro-inflammatory cytokines.",0,raw,"globally[7,7](il1ra(t) > c(mid) and stnfri(t) > c(mid)) and eventually[9,9](il1ra(t) = c(low) and stnfri(t) = c(low))",,0.608621,,
"The IL-1 receptor antagonist (IL-1RA) and the two soluble TNF receptors (sTNFRI and sTNFRII) were found at moderate to high concentrations (3±7 ng/ml IL-1RA versus 1¥6 ng/ml in 10 endemic controls; 1¥3±2¥6 ng/ml sTNFRI versus 1¥8 ng/ml; 3¥5± 7 ng/ml sTNFRII versus 5 ng/ml) 7 days after initial exposure. Values fell two days later to normal endemic control levels, simultaneously with the fall in pro-inflammatory cytokines.",0,raw,"globally[7,7](il1ra(t) > c(mid) and stnfri(t) > c(high)) and globally[9,9](d_il1ra(t) < 0 and d_stnfri(t) < 0)",,0.561304,,
"The IL-1 receptor antagonist (IL-1RA) and the two soluble TNF receptors (sTNFRI and sTNFRII) were found at moderate to high concentrations (3±7 ng/ml IL-1RA versus 1¥6 ng/ml in 10 endemic controls; 1¥3±2¥6 ng/ml sTNFRI versus 1¥8 ng/ml; 3¥5± 7 ng/ml sTNFRII versus 5 ng/ml) 7 days after initial exposure. Values fell two days later to normal endemic control levels, simultaneously with the fall in pro-inflammatory cytokines.",0,raw,"globally[7,7](il1ra(t) > c(mid) and stnfrii(t) > c(mid)) and eventually[7,9]globally(d_il1ra(t) = -d_c(low) and d_stnfrii(t) = -d_c(low))",,0.573282,,
"The IL-1 receptor antagonist (IL-1RA) and the two soluble TNF receptors (sTNFRI and sTNFRII) were found at moderate to high concentrations (3±7 ng/ml IL-1RA versus 1¥6 ng/ml in 10 endemic controls; 1¥3±2¥6 ng/ml sTNFRI versus 1¥8 ng/ml; 3¥5± 7 ng/ml sTNFRII versus 5 ng/ml) 7 days after initial exposure. Values fell two days later to normal endemic control levels, simultaneously with the fall in pro-inflammatory cytokines.",0,raw,"globally[7,7](il1ra(t) > c(mid) and stnfri(t) > c(mid)) and eventually[9,9](il1ra(t) = c(low) and stnfri(t) = c(low)) and eventually[9,9](d_il1ra(t) < 0 and d_stnfri(t) < 0)",,0.584357,,
"The IL-1 receptor antagonist (IL-1RA) and the two soluble TNF receptors (sTNFRI and sTNFRII) were found at moderate to high concentrations (3±7 ng/ml IL-1RA versus 1¥6 ng/ml in 10 endemic controls; 1¥3±2¥6 ng/ml sTNFRI versus 1¥8 ng/ml; 3¥5± 7 ng/ml sTNFRII versus 5 ng/ml) 7 days after initial exposure. Values fell two days later to normal endemic control levels, simultaneously with the fall in pro-inflammatory cytokines.",0,raw,"globally[7,7](il1ra(t) = c(mid) and stnfri(t) = c(mid)) and eventually[7,9](d_il1ra(t) = -d_c(low) and d_stnfri(t) = -d_c(low))",,0.565585,,
"The IL-1 receptor antagonist (IL-1RA) and the two soluble TNF receptors (sTNFRI and sTNFRII) were found at moderate to high concentrations (3±7 ng/ml IL-1RA versus 1¥6 ng/ml in 10 endemic controls; 1¥3±2¥6 ng/ml sTNFRI versus 1¥8 ng/ml; 3¥5± 7 ng/ml sTNFRII versus 5 ng/ml) 7 days after initial exposure. Values fell two days later to normal endemic control levels, simultaneously with the fall in pro-inflammatory cytokines.",0,raw,"globally[7,8](il1ra(t) > c(mid) and stnfri(t) > c(mid)) and eventually[9,9](d_il1ra(t) < -d_c(low) and d_stnfri(t) < -d_c(low))",,0.559408,,
"The IL-1 receptor antagonist (IL-1RA) and the two soluble TNF receptors (sTNFRI and sTNFRII) were found at moderate to high concentrations (3±7 ng/ml IL-1RA versus 1¥6 ng/ml in 10 endemic controls; 1¥3±2¥6 ng/ml sTNFRI versus 1¥8 ng/ml; 3¥5± 7 ng/ml sTNFRII versus 5 ng/ml) 7 days after initial exposure. Values fell two days later to normal endemic control levels, simultaneously with the fall in pro-inflammatory cytokines.",0,filtered,"globally[7,9](il1ra(t) > c(mid) and stnfri(t) > c(mid)) and eventually[9,inf]globally(il1ra(t) < c(mid) and stnfri(t) < c(mid))",1,0.598498,,
"The IL-1 receptor antagonist (IL-1RA) and the two soluble TNF receptors (sTNFRI and sTNFRII) were found at moderate to high concentrations (3±7 ng/ml IL-1RA versus 1¥6 ng/ml in 10 endemic controls; 1¥3±2¥6 ng/ml sTNFRI versus 1¥8 ng/ml; 3¥5± 7 ng/ml sTNFRII versus 5 ng/ml) 7 days after initial exposure. Values fell two days later to normal endemic control levels, simultaneously with the fall in pro-inflammatory cytokines.",0,filtered,"globally[7,7](il1ra(t) > c(mid) and stnfri(t) > c(mid)) and eventually[9,9](il1ra(t) = c(low) and stnfri(t) = c(low))",1,0.608621,,
"The IL-1 receptor antagonist (IL-1RA) and the two soluble TNF receptors (sTNFRI and sTNFRII) were found at moderate to high concentrations (3±7 ng/ml IL-1RA versus 1¥6 ng/ml in 10 endemic controls; 1¥3±2¥6 ng/ml sTNFRI versus 1¥8 ng/ml; 3¥5± 7 ng/ml sTNFRII versus 5 ng/ml) 7 days after initial exposure. Values fell two days later to normal endemic control levels, simultaneously with the fall in pro-inflammatory cytokines.",0,filtered,"globally[7,7](il1ra(t) > c(mid) and stnfri(t) > c(mid)) and eventually[9,9](il1ra(t) = c(low) and stnfri(t) = c(low)) and eventually[9,9](d_il1ra(t) < 0 and d_stnfri(t) < 0)",1,0.584357,,
"The IL-1 receptor antagonist (IL-1RA) and the two soluble TNF receptors (sTNFRI and sTNFRII) were found at moderate to high concentrations (3±7 ng/ml IL-1RA versus 1¥6 ng/ml in 10 endemic controls; 1¥3±2¥6 ng/ml sTNFRI versus 1¥8 ng/ml; 3¥5± 7 ng/ml sTNFRII versus 5 ng/ml) 7 days after initial exposure. Values fell two days later to normal endemic control levels, simultaneously with the fall in pro-inflammatory cytokines.",0,consolidated,"eventually[9,inf]globally(il1ra(t) < c(mid) and stnfri(t) < c(mid))",1,0.581144,,
"The IL-1 receptor antagonist (IL-1RA) and the two soluble TNF receptors (sTNFRI and sTNFRII) were found at moderate to high concentrations (3±7 ng/ml IL-1RA versus 1¥6 ng/ml in 10 endemic controls; 1¥3±2¥6 ng/ml sTNFRI versus 1¥8 ng/ml; 3¥5± 7 ng/ml sTNFRII versus 5 ng/ml) 7 days after initial exposure. Values fell two days later to normal endemic control levels, simultaneously with the fall in pro-inflammatory cytokines.",0,consolidated,"globally[7,7](il1ra(t) > c(mid) and stnfri(t) > c(mid))",1,0.591979,,
"The IL-1 receptor antagonist (IL-1RA) and the two soluble TNF receptors (sTNFRI and sTNFRII) were found at moderate to high concentrations (3±7 ng/ml IL-1RA versus 1¥6 ng/ml in 10 endemic controls; 1¥3±2¥6 ng/ml sTNFRI versus 1¥8 ng/ml; 3¥5± 7 ng/ml sTNFRII versus 5 ng/ml) 7 days after initial exposure. Values fell two days later to normal endemic control levels, simultaneously with the fall in pro-inflammatory cytokines.",0,consolidated,"eventually[9,9](il1ra(t) = c(low) and stnfri(t) = c(low))",1,0.562448,,
